45,45,45,40,40,40,35,35,30,30,25,25,15,15,10,10,10,10,10,15,15,25,25,30,30,35,40,50,50,50,45,45,45,45,40,40,40,40,35,30,30,35,35,40,40,40,40,45,45,35,35,30,30,25,25,15
50,45,45,40,40,40,40,35,35,30,30,25,25,15,15,10,10,10,10,10,15,15,25,30,30,35,35,50,50,50,45,45,45,40,40,40,40,40,35,35,30,35,35,40,40,40,45,45,45,35,30,30,25,25,15,15
50,45,45,45,40,40,40,40,35,35,30,30,25,25,15,15,10,10,10,10,10,15,15,25,30,30,35,50,50,45,45,45,40,40,40,35,40,40,40,35,35,35,40,40,40,40,45,45,45,30,30,25,25,15,15,10
50,45,45,45,40,40,40,40,35,35,35,30,30,25,25,15,15,10,10,10,10,15,15,25,25,30,35,50,45,45,45,45,40,40,40,35,35,40,40,40,35,40,40,40,40,45,45,45,50,30,25,25,15,15,15,10
50,50,45,45,45,40,40,40,40,40,35,35,30,30,25,15,15,15,10,10,10,10,15,15,25,25,30,50,50,45,45,45,45,40,40,35,40,40,40,40,40,40,40,40,45,45,45,45,50,35,30,25,25,15,15,10
50,50,50,45,45,45,40,40,40,40,40,35,35,30,30,25,25,15,15,15,10,10,10,15,15,25,30,50,50,50,45,45,45,40,40,40,40,40,40,40,40,40,40,45,45,45,50,50,50,35,30,30,25,25,25,15
55,50,50,50,45,45,45,45,40,40,40,40,35,35,30,30,25,25,15,15,15,10,10,10,15,15,25,50,50,50,50,45,45,45,40,40,40,40,45,40,40,40,45,45,45,45,50,50,50,40,35,35,30,25,25,15
55,55,50,50,50,45,45,45,45,40,40,40,40,35,35,30,30,30,25,25,15,15,10,10,10,15,15,55,55,50,50,50,45,45,45,40,45,45,45,45,40,45,45,45,45,50,50,50,55,40,40,35,35,30,30,25
55,55,55,50,50,50,45,45,45,45,40,40,40,40,35,35,30,30,30,25,25,15,15,10,10,10,15,55,55,55,50,50,50,45,45,45,45,45,45,45,45,45,45,50,50,50,50,55,55,40,40,40,35,35,30,30
60,55,55,50,50,50,50,45,45,45,45,45,40,40,40,35,35,35,30,30,25,25,15,15,10,10,10,55,55,55,55,50,50,50,45,45,45,45,50,45,45,45,50,50,50,50,55,55,55,40,40,40,40,35,35,30
60,60,55,55,50,50,50,50,50,45,45,45,45,40,40,40,40,35,35,35,30,30,25,15,15,10,10,60,60,55,55,55,50,50,50,45,45,50,50,50,45,50,50,50,50,55,55,55,60,45,45,40,40,40,40,35
60,60,55,55,50,50,50,50,50,45,45,45,50,50,50,50,50,50,50,50,50,50,50,55,55,55,60,10,10,15,15,25,25,30,35,40,40,40,40,45,45,50,50,50,50,55,55,55,60,40,40,40,45,45,45,50
60,55,55,55,50,50,50,50,45,45,45,45,45,50,50,50,50,50,50,45,50,50,50,55,55,55,60,10,10,10,15,15,25,25,30,35,40,40,40,45,45,45,50,50,50,50,55,55,55,40,40,40,45,45,45,45
60,55,55,50,50,50,50,45,45,45,45,45,45,45,50,50,50,50,45,45,45,50,50,50,55,55,55,15,10,10,10,15,15,25,30,35,35,40,40,40,45,45,45,50,50,50,55,55,55,35,40,40,40,40,45,45
55,55,50,50,50,50,45,45,45,45,40,45,45,45,45,50,45,45,45,45,45,45,50,50,50,55,55,15,15,10,10,10,15,15,25,30,35,35,40,40,45,45,45,45,50,50,50,50,55,35,35,40,40,40,40,45
55,55,50,50,45,45,45,45,45,40,40,40,45,45,45,45,45,45,45,45,45,45,45,50,50,50,55,25,15,15,10,10,10,15,25,30,30,35,35,40,40,45,45,45,45,50,50,50,55,30,35,35,40,40,40,40
55,50,50,45,45,45,45,40,40,40,40,40,40,45,45,45,45,45,40,40,45,45,45,45,50,50,50,25,25,15,15,10,10,10,15,25,25,30,35,35,40,40,45,45,45,45,50,50,50,30,30,35,35,40,40,40
50,50,45,45,45,45,40,40,40,40,35,40,40,40,45,45,45,40,40,40,40,40,45,45,45,50,50,30,25,25,15,15,10,10,10,15,25,25,30,35,40,40,40,45,45,45,45,50,50,25,25,30,35,35,35,40
50,45,45,45,40,40,40,40,35,35,30,35,40,40,40,40,40,40,40,40,40,40,40,45,45,45,50,35,30,30,25,25,15,10,10,10,15,15,25,30,35,40,40,40,40,40,45,45,45,15,25,25,30,30,30,35
45,45,45,40,40,40,35,35,30,30,30,30,35,35,40,40,40,40,35,35,35,40,40,40,45,45,45,40,35,35,30,30,25,15,10,10,10,15,15,25,30,35,35,40,40,40,45,45,45,10,15,15,25,25,30,30
45,45,40,40,40,35,35,30,30,25,25,30,30,35,35,40,40,40,40,35,40,40,40,45,45,45,45,40,40,35,35,30,25,25,15,10,10,10,15,15,25,30,35,35,40,40,40,40,45,15,15,25,25,30,30,35
45,40,40,40,35,35,30,30,25,25,25,25,30,30,35,35,40,40,40,40,40,40,40,45,45,45,50,40,40,40,35,35,30,25,15,15,10,10,10,15,25,30,30,35,35,40,40,40,45,15,25,25,30,30,35,35
45,40,40,35,35,30,30,25,25,15,15,25,25,30,30,35,35,35,40,40,40,40,45,45,45,50,50,40,40,40,40,35,35,30,25,15,15,10,10,10,15,25,25,30,30,35,40,40,40,25,25,30,35,35,35,40
40,40,35,35,30,30,25,25,15,15,10,15,15,25,25,30,30,35,35,40,40,40,40,45,45,45,50,45,45,40,40,40,35,35,30,25,15,15,10,10,15,15,25,25,30,30,35,40,40,30,30,35,35,40,40,40
40,40,35,30,25,25,25,15,15,10,10,10,15,15,25,30,30,30,35,35,40,40,40,40,45,45,45,45,45,45,45,40,40,40,35,30,25,25,15,15,10,10,15,15,25,25,30,30,35,35,35,40,40,40,40,35
40,40,40,35,30,30,25,25,15,15,15,15,25,25,30,30,35,35,35,40,40,40,40,45,45,45,50,50,45,45,45,45,40,40,40,35,30,30,25,15,10,10,10,15,15,15,25,30,30,35,40,40,40,40,40,40
45,40,40,35,35,30,30,25,25,15,15,25,25,30,30,35,35,35,40,40,40,40,45,45,45,50,50,50,50,45,45,45,45,40,40,35,35,30,25,25,15,10,10,10,10,15,25,25,30,40,40,40,40,45,40,40
45,40,40,40,35,35,30,30,25,25,25,25,30,30,35,35,40,40,40,40,40,45,45,45,50,50,50,50,50,50,45,45,45,45,40,40,35,35,30,25,15,15,10,10,10,10,15,25,25,40,40,45,45,45,45,40
45,45,40,40,40,35,35,30,30,25,25,25,30,35,35,40,40,40,40,40,45,45,45,45,50,50,50,50,50,50,50,45,45,45,40,40,40,35,30,30,25,15,10,10,10,10,15,15,25,40,40,45,45,45,45,40
45,45,45,40,40,40,35,35,30,30,30,30,35,35,40,40,40,40,40,45,45,45,45,50,50,50,55,55,50,50,50,50,45,45,40,40,40,40,35,30,25,15,15,10,10,10,10,15,15,40,45,45,45,45,45,45
50,45,45,45,40,40,40,40,35,35,30,35,35,40,40,40,40,45,45,45,45,50,50,50,50,55,55,55,55,55,50,50,50,45,45,45,40,40,40,35,30,25,25,15,15,10,10,10,15,45,45,45,50,50,50,45
50,50,45,45,40,40,40,40,35,35,35,35,40,40,40,40,45,45,45,45,45,50,50,50,55,55,55,55,55,55,50,50,50,50,45,45,40,40,40,40,30,30,25,25,15,15,10,10,10,45,45,50,50,50,50,45
50,50,50,45,45,45,40,40,40,40,35,40,40,40,45,45,45,45,45,50,50,50,50,55,55,55,60,60,55,55,55,55,50,50,45,45,45,45,40,40,35,30,30,25,25,15,15,10,10,45,50,50,50,50,50,50
50,45,45,45,40,40,40,40,35,35,30,35,35,40,40,40,35,35,30,30,35,35,40,40,40,40,45,40,40,35,35,30,30,25,15,10,15,15,25,30,35,35,40,40,40,40,45,45,45,10,10,10,15,25,30,30
50,50,45,45,45,40,40,40,40,35,35,40,40,40,35,35,35,30,30,25,30,30,35,40,40,40,45,40,40,40,35,35,30,25,25,15,15,25,25,30,35,40,40,40,40,45,45,45,50,15,10,10,10,15,25,25
50,50,45,45,45,45,40,40,40,40,35,40,40,40,35,35,30,30,25,25,25,30,35,35,40,40,40,40,40,40,40,35,35,30,25,15,25,25,30,35,40,40,40,45,45,45,45,50,50,15,15,10,10,15,25,25
55,50,50,45,45,45,45,40,40,40,40,40,40,35,30,30,30,25,25,15,25,25,30,35,35,40,40,45,45,40,40,40,35,35,30,25,25,30,35,35,40,40,40,45,45,45,50,50,50,25,15,15,10,10,15,15
55,50,50,50,45,45,45,45,40,40,40,40,35,35,30,30,25,25,15,15,15,25,25,30,35,35,40,45,45,40,40,40,40,35,30,25,30,30,35,40,40,40,45,45,45,45,50,50,50,25,15,15,10,10,10,15
50,50,50,45,45,45,40,40,40,40,40,35,35,30,30,25,25,15,15,15,15,25,25,30,30,35,40,45,45,45,40,40,40,35,30,30,30,35,35,40,40,40,40,45,45,45,50,50,50,30,25,25,15,10,10,10
50,50,45,45,45,40,40,40,40,35,35,30,30,25,25,15,15,15,10,10,10,15,15,25,30,30,35,50,45,45,45,40,40,40,35,30,35,35,40,40,35,40,40,40,40,45,45,45,50,30,25,25,15,15,10,10
50,45,45,45,40,40,40,40,35,35,35,30,30,25,25,15,15,10,10,10,10,15,15,25,25,30,35,50,45,45,45,45,40,40,40,35,35,40,40,40,35,40,40,40,40,45,45,45,50,30,25,25,15,15,15,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
